,,,,,,,,,,,,,
,,,,,,,,,,,,,
Expenditure over £500,,,,,,,,,,,,,
<<For the period from 01 April 2017 to 30 June 2017>>,,,,,,,,,,,,,
,,,,,,,,,,,,,
Service Area,,Expenditure Catergory,,Expenditure Code,Description,,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name,
Direct Services,,Main Contractor,,Y021,PO684                    | 1059,,04/04/2017,47990068 - 3,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Vehicle Purchase,,C2001,PO1105                   | 114668,,04/04/2017,47990069 - 0,"39,750.00",Revenue,20016740,BOSS PLANT SALES,
Direct Services,,Vehicle Purchase,,C2001,PO1105                   | 114668,,04/04/2017,47990069 - 1,"1,200.00",Revenue,20016740,BOSS PLANT SALES,
Direct Services,,Plant Purchase,,C2002,PO1110                   | 114669,,04/04/2017,47990070 - 1,"4,500.00",Revenue,20016740,BOSS PLANT SALES,
Direct Services,,Main Contractor,,Y021,PO960-1                  | 139131,,04/04/2017,47990072 - 1,"1,590.00",Capital,20017425,MORGARD COURT LTD T/A GARDNERS,
Direct Services,,Plant Purchase,,C2002,PO1109                   | 160113,,04/04/2017,47990075 - 0,"2,450.00",Revenue,20008907,FAROL LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1106                   | 160114,,04/04/2017,47990076 - 1,"17,430.00",Revenue,20008907,FAROL LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1106                   | 160114,,04/04/2017,47990076 - 2,"2,295.00",Revenue,20008907,FAROL LTD,
Direct Services,,Materials,,D3021,PO1111                   | 16122744,,04/04/2017,47990077 - 0,763.68,Revenue,20008297,VL TEST SYSTEMS LTD,
Direct Services,,Materials,,D3021,SO00008221               | 17311758,,04/04/2017,47990078 - 1,"1,666.85",Revenue,20017137,EDEN (GM) LTD T/AS EDEN OXFORD,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2418,,04/04/2017,47990088 - 1,"13,500.68",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2418,,04/04/2017,47990088 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2418,,04/04/2017,47990088 - 3,"3,143.51",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2424,,04/04/2017,47990089 - 0,"13,500.67",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2424,,04/04/2017,47990089 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2424,,04/04/2017,47990089 - 2,"3,428.00",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2425,,04/04/2017,47990090 - 1,"13,500.68",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2425,,04/04/2017,47990090 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2425,,04/04/2017,47990090 - 3,"4,059.51",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2431,,04/04/2017,47990091 - 0,"13,148.17",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2431,,04/04/2017,47990091 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2431,,04/04/2017,47990091 - 2,"7,977.23",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2432,,04/04/2017,47990092 - 1,"13,148.17",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2432,,04/04/2017,47990092 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2432,,04/04/2017,47990092 - 3,"7,977.23",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2433,,04/04/2017,47990093 - 0,"13,148.17",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2433,,04/04/2017,47990093 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2433,,04/04/2017,47990093 - 2,"6,313.73",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2434,,04/04/2017,47990094 - 1,"14,328.07",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2434,,04/04/2017,47990094 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2434,,04/04/2017,47990094 - 3,"3,027.30",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2435,,04/04/2017,47990095 - 0,"14,328.07",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2435,,04/04/2017,47990095 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO880-1                  | 2435,,04/04/2017,47990095 - 2,"3,679.80",Capital,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,Main Contractor,,Y021,PO890-1                  | 24736773,,04/04/2017,47990096 - 1,"14,307.45",Capital,20019530,TRUSTFORD,
Direct Services,,Main Contractor,,Y021,PO890-1                  | 24736773,,04/04/2017,47990096 - 2,285,Capital,20019530,TRUSTFORD,
Direct Services,,Main Contractor,,Y021,PO890-1                  | 24736773,,04/04/2017,47990096 - 3,"2,534.54",Capital,20019530,TRUSTFORD,
Direct Services,,Main Contractor,,Y021,PO1047                   | 46388,,04/04/2017,47990102 - 1,"1,546.86",Capital,20014043,CMS SUPATRAK LTD,
Direct Services,,Materials,,D3021,SO00008153               | 60226578,,04/04/2017,47990105 - 0,"1,002.92",Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 0,45.63,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 1,1.24,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 2,198.06,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 3,15,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 4,2.75,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008179               | 60226602,,04/04/2017,47990106 - 6,299.83,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008184               | 60226605,,04/04/2017,47990107 - 1,937.26,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Main Contractor,,Y021,PO789                    | 61487262,,04/04/2017,47990111 - 1,"60,117.00",Capital,20002610,JOHNSTON SWEEPERS LTD,
Direct Services,,Main Contractor,,Y021,PO789                    | 61487262,,04/04/2017,47990111 - 2,220,Capital,20002610,JOHNSTON SWEEPERS LTD,
Direct Services,,Main Contractor,,Y021,PO979                    | 675139,,04/04/2017,47990114 - 0,"5,165.00",Capital,20002435,P A TURNEY LTD,
Direct Services,,Main Contractor,,Y021,PO979                    | 675139,,04/04/2017,47990114 - 1,79.2,Capital,20002435,P A TURNEY LTD,
Direct Services,,Main Contractor,,Y021,PO979                    | 675139,,04/04/2017,47990114 - 2,64.8,Capital,20002435,P A TURNEY LTD,
Direct Services,,General Contracted Services,,D3401,PO1103                   | 7365,,04/04/2017,47990115 - 1,"2,655.00",Revenue,20018546,JAAMA LTD,
Direct Services,,Fuel Purchase (Stock),,C2003,PO1093                   | 7842756,,04/04/2017,47990116 - 0,"31,729.40",Revenue,20011436,PACE FUEL CARE,
Direct Services,,Fuel Purchase (Stock),,C2003,PO1092                   | 7843597,,04/04/2017,47990117 - 0,"3,266.55",Revenue,20011436,PACE FUEL CARE,
Direct Services,,Materials,,D3021,SO00008188               | DE11026652,,04/04/2017,47990132 - 1,836.65,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 1,92.1,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 2,7.82,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 3,211.29,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 4,28.32,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 5,143.34,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 6,37.44,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122144,,04/04/2017,47990149 - 7,4.32,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008215               | FXNV122152,,04/04/2017,47990150 - 0,"1,376.00",Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Materials,,D3021,SO00008190               | P61332792,,04/04/2017,47990166 - 1,346.36,Revenue,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008190               | P61332792,,04/04/2017,47990166 - 2,133.61,Revenue,20013677,ALLEN FORD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00239,,04/04/2017,47990167 - 0,"10,500.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00239,,04/04/2017,47990167 - 1,"1,500.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00239,,04/04/2017,47990167 - 2,195,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00239,,04/04/2017,47990167 - 3,"1,495.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00240,,04/04/2017,47990168 - 1,"10,500.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00240,,04/04/2017,47990168 - 2,"1,500.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00240,,04/04/2017,47990168 - 3,195,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Vehicle Purchase,,C2001,PO1094                   | PRO00240,,04/04/2017,47990168 - 4,"1,495.00",Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Main Contractor,,Y021,PO789                    | 65260439,,04/04/2017,47990173 - 1,"5,749.00",Capital,20002610,JOHNSTON SWEEPERS LTD,
Direct Services,,Materials,,D3021,SO00008226               | 96340023,,04/04/2017,47990174 - 0,538.33,Revenue,20010430,TERBERG MATEC UK LTD,
Direct Services,,Materials,,D3021,SO00008226               | 96340023,,04/04/2017,47990174 - 1,14.5,Revenue,20010430,TERBERG MATEC UK LTD,
Direct Services,,Veh.maint direct purchase,,D3031,PO1115                   | 0000004183,,11/04/2017,47990182 - 0,"1,035.00",Revenue,20017719,ASHWOODS AUTOMOTIVE LTD,
Direct Services,,General Contracted Services,,D3401,PO1116                   | 100991,,11/04/2017,47990185 - 1,"6,423.62",Revenue,20017042,BANDVULC TRUCK TYRES,
Direct Services,,Materials,,D3021,SO00008271               | 60226807,,11/04/2017,47990188 - 0,957.43,Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 1,313.86,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 2,5.68,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 3,21.4,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 4,3.61,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 5,2.53,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 6,1.46,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 7,40,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008293               | DE11028900,,11/04/2017,47990191 - 8,"1,065.32",Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Plant Purchase,,C2002,PO1054                   | 218023,,11/04/2017,47990214 - 0,"2,120.00",Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1054                   | 218023,,11/04/2017,47990214 - 1,464,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1054                   | 218023,,11/04/2017,47990214 - 2,529,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1054                   | 218023,,11/04/2017,47990214 - 3,"1,668.00",Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1054                   | 218023,,11/04/2017,47990214 - 4,309,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1104                   | 218046,,11/04/2017,47990215 - 1,"2,222.00",Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1104                   | 218046,,11/04/2017,47990215 - 2,"1,818.00",Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Plant Purchase,,C2002,PO1104                   | 218046,,11/04/2017,47990215 - 3,205,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD,
Direct Services,,Materials,,D3021,SO00008329               | 80327286,,11/04/2017,47990231 - 1,494.62,Revenue,20017957,MARSHALL JAGUAR LANDROVER OXFORD,
Direct Services,,General Contracted Services,,D3401,PO1117                   | PI454080,,11/04/2017,47990264 - 0,936.8,Revenue,20018111,JOHNSONS APPARELMASTER PLC,
Direct Services,,Materials,,D3021,SO00008303               | P61334497,,11/04/2017,47990271 - 0,"1,010.36",Revenue,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008303               | P61334497,,11/04/2017,47990271 - 1,83.73,Revenue,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008303               | P61334497,,11/04/2017,47990271 - 2,84.45,Revenue,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008303               | P61334497,,11/04/2017,47990271 - 3,5.86,Revenue,20013677,ALLEN FORD,
Direct Services,,Main Contractor,,Y021,PO1132                   | 24738393,,11/04/2017,47990279 - 1,794.75,Capital,20019530,TRUSTFORD,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 0,153.88,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 1,168.84,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 2,18.7,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 3,114.28,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 4,21,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00008382               | 105983,,19/04/2017,47990284 - 5,126.48,Revenue,20002033,Green Machines Sweepers UK Ltd,
Direct Services,,Materials,,D3021,SO00006994               | 60223796,,19/04/2017,47990292 - 0,"1,141.98",Revenue,20002387,AEBI SCHMIDT UK LTD,
Direct Services,,Materials,,D3021,PO1137                   | 8285561,,19/04/2017,47990295 - 1,"1,572.00",Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION,
Direct Services,,Materials,,D3021,PO1137                   | 8285561,,19/04/2017,47990295 - 2,"1,804.20",Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION,
Direct Services,,Materials,,D3021,PO1137                   | 8285561,,19/04/2017,47990295 - 3,776.52,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION,
Direct Services,,Materials,,D3021,SO00008390               | DE11030261,,19/04/2017,47990297 - 1,677.97,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008326               | INV15987,,19/04/2017,47990301 - 1,388.85,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Materials,,D3021,SO00008326               | INV15987,,19/04/2017,47990301 - 2,150.7,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD,
Direct Services,,Materials,,D3021,SO00008366               | 08262974,,19/04/2017,47990328 - 0,533.93,Revenue,20011077,EURO CAR PARTS SWINDON,
Direct Services,,Materials,,D3021,SO00008384               | DE11030260,,19/04/2017,47990362 - 0,30.2,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008384               | DE11030260,,19/04/2017,47990362 - 1,118.95,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008384               | DE11030260,,19/04/2017,47990362 - 2,"1,044.72",Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,SO00008384               | DE11030260,,19/04/2017,47990362 - 3,229.87,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Materials,,D3021,PO1140                   | FXNV119029,,19/04/2017,47990365 - 0,945,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Main Contractor,,Y021,PO950                    | 47338,,25/04/2017,47990405 - 0,"21,206.00",Capital,20014043,CMS SUPATRAK LTD,
Direct Services,,Main Contractor,,Y021,PO949                    | 47340,,25/04/2017,47990406 - 1,"3,680.00",Capital,20014043,CMS SUPATRAK LTD,
Direct Services,,General Contracted Services,,D3401,PO1057                   | 20363,,25/04/2017,47990426 - 0,700,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT,
Direct Services,,Materials,,D3021,SO00008441               | FXNV123194,,25/04/2017,47990448 - 0,819,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD,
Direct Services,,Main Contractor,,Y021,PO1125                   | 161420,,25/04/2017,47990466 - 0,"31,507.26",Capital,20008907,FAROL LTD,
Direct Services,,Materials,,D3021,SO00008510               | DE11032709,,25/04/2017,47990470 - 0,574.57,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,General Contracted Services,,D3401,PO1143                   | 20371,,03/05/2017,47990493 - 1,420,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT,
Direct Services,,Materials,,D3021,SO00008593               | 1012905,,03/05/2017,47990541 - 0,590.24,Revenue,20002134,HARTWELL FORD KIDLINGTON,
Direct Services,,General Stationery Supplies,,D3301,PO1084                   | 20397,,03/05/2017,47990550 - 1,515.65,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT,
Direct Services,,Furniture & Equipment Purchase,,D3001,PO1084                   | 20397,,03/05/2017,47990550 - 2,"1,247.50",Revenue,20007968,IMPERIAL GARAGE EQUIPMENT,
Direct Services,,Materials,,D3021,SO00008535               | 300791,,03/05/2017,47990555 - 0,562.05,Revenue,20002168,DENNIS EAGLE LTD,
Direct Services,,Main Contractor,,Y021,PO995                    | 474922,,03/05/2017,47990557 - 0,"14,320.70",Capital,20013677,ALLEN FORD,
Direct Services,,Main Contractor,,Y021,PO995                    | 474922,,03/05/2017,47990557 - 1,285,Capital,20013677,ALLEN FORD,
Direct Services,,Main Contractor,,Y021,PO995                    | 474922,,03/05/2017,47990557 - 2,"3,329.29",Capital,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008560               | P61337255,,03/05/2017,47990587 - 0,432.57,Revenue,20013677,ALLEN FORD,
Direct Services,,Materials,,D3021,SO00008560               | P61337255,,03/05/2017,47990587 - 1,30.32,Revenue,20013677,ALLEN FORD,
