Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018825_1,£1732.50,Revenue,20017939,Centre For Assesment                              
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018826_1,£1732.50,Revenue,20017939,Centre For Assesment                              
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018827_1,£1732.50,Revenue,20017939,Centre For Assesment                              
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018828_1,£1732.50,Revenue,20017939,Centre For Assesment                              
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018835_1,£1732.50,Revenue,20017939,Centre For Assesment                              
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042935_1,£1082.33,Revenue,20017940,The Garden Centre Group Trading Ltd.              
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042936_0,£955.00,Revenue,20017940,The Garden Centre Group Trading Ltd.              
Oxford City Council,Regeneration and Major Projects Team,Private Architects Fees,Y161,Site Survey & Design,28/07/2015,48021258_1,£731.25,Capital,20017970,Rodney Melville & Partners Ltd                    
Oxford City Council,Regeneration and Major Projects Team,Private Architects Fees,Y161,Lbc Application Advice,28/07/2015,48021258_2,£144.00,Capital,20017970,Rodney Melville & Partners Ltd                    
Oxford City Council,Regeneration and Major Projects Team,Private Architects Fees,Y161,Drawings To Building Regs,11/08/2015,48021281_1,£1143.75,Capital,20017970,Rodney Melville & Partners Ltd                    
Oxford City Council,Regeneration and Major Projects Team,Private Architects Fees,Y161,Drawings For Moo Moos,11/08/2015,48021282_1,£1407.50,Capital,20017970,Rodney Melville & Partners Ltd                    
Oxford City Council,Assistant Chief Executive,Hospitality,D3803,Nc Hospitality: Catering & Refreshments,11/08/2015,1014860_1,£962.50,Revenue,20017971,A & J Catering (oxfordshire) Ltd
Oxford City Council,Organisational Development,Conferences/Seminars,A0636,Coffeetea,07/07/2015,1018265_1,£1147.00,Revenue,20017971,A & J Catering (oxfordshire) Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018568_1,£583.60,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",18/08/2015,1019474_1,£583.60,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",18/08/2015,1019589_1,£547.13,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",08/09/2015,1019590_1,£547.13,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",02/09/2015,1020084_1,£547.13,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,,29/09/2015,1021095_1,£547.13,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",29/09/2015,1021247_1,£547.13,Revenue,20018034,Complete Tree Care Ltd
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Community Centre,28/07/2015,48021262_1,£1500.00,Capital,20018035,Qoda Consulting Ltd                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Communitycentre Project 1195 (003),28/07/2015,48021266_1,£2822.50,Capital,20018035,Qoda Consulting Ltd                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Community Centre (101819),28/07/2015,48021267_1,£1297.50,Capital,20018035,Qoda Consulting Ltd                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Community Centre,22/09/2015,48021298_1,£1000.00,Capital,20018035,Qoda Consulting Ltd                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Community Centre,22/09/2015,48021299_1,£2150.00,Capital,20018035,Qoda Consulting Ltd                               
Oxford City Council,Housing and Property,Consultants Fees,D3411,Professional Fees,11/08/2015,1019064_1,£2247.30,Revenue,20018047,Turley Associates                                 
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,Professional Fees In Respect Of Work Undertaken 130,11/08/2015,1019221_1,£3251.25,Revenue,20018047,Turley Associates                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,Professional Fees,25/08/2015,1019809_1,£8627.50,Revenue,20018047,Turley Associates                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,Professional Fees,29/09/2015,1020781_1,£8129.68,Revenue,20018047,Turley Associates                                 
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,Professional Fees,29/09/2015,1020784_1,£1311.25,Revenue,20018047,Turley Associates                                 
Oxford City Council,Financial Services,Consultants Fees,D3411,Analyse Local Rv Finder,11/08/2015,46286815_1,£750.00,Revenue,20018085,Inform Cpi Ltd
Oxford City Council,Financial Services,Consultants Fees,D3411,Analyse Local Rv Finder,25/08/2015,46286839_1,£2400.00,Revenue,20018085,Inform Cpi Ltd
Oxford City Council,Community Services,Main Contractor,Y021,For Project Management Of Phase For Sport England,15/09/2015,1020569_1,£4540.00,Capital,20018095,Total Turf Solutions                              
Oxford City Council,Direct Services,Protective Clothing,D3201,Rental Charges 24.5.15-27.6.15,28/07/2015,46286652_1,£875.15,Revenue,20018111,Johnsons Apparelmaster Plc                        
Oxford City Council,Direct Services,General Contracted Services,D3401,Po00000142               | Pi386555,28/07/2015,47980821_0,£700.12,Revenue,20018111,Johnsons Apparelmaster Plc                        
Oxford City Council,Direct Services,General Contracted Services,D3401,Po00000168               | Pi00000231,11/08/2015,47980919_1,£700.12,Revenue,20018111,Johnsons Apparelmaster Plc                        
Oxford City Council,Direct Services,General Contracted Services,D3401,Po00000222               | Pi392893,15/09/2015,47981604_0,£914.85,Revenue,20018111,Johnsons Apparelmaster Plc                        
Oxford City Council,Suspense,Other Miscellaneous Expenses,D3811,Energy Kwh Gas Usage,28/07/2015,1018755_1,£1114.91,Revenue,20018141,Gazprom Marketing & Trading Ltd T/a Gazprom Energy
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,22/12/2015,60048529_1,£750.00,Revenue,20000258,L A Wood (oxon) Ltd
Oxford City Council,Community Services,Advertising & Publicity,D3802,Nc Advertising & Publicity - Go Active Infographic Cards X 4 Kinds - 3000 Of Each,14/07/2015,1017992_1,£675.00,Revenue,20018143,J W Ruddock & Sons Ltd                            
Oxford City Council,Community Services,Subsistence,D3601,Nc Hotel Booking - Go Active Get Healthy Referral Form - Reprint X 2000,28/07/2015,1018375_1,£615.00,Revenue,20018143,J W Ruddock & Sons Ltd                            
Oxford City Council,Community Services,Subsistence,D3601,Nc Hotel Booking - Ruddocks Patient Pack Leaflets,08/09/2015,1019861_1,£520.00,Revenue,20018143,J W Ruddock & Sons Ltd                            
Oxford City Council,Community Services,Subsistence,D3601,Nc Hotel  Book Ing -gagh Leaflets,08/09/2015,1020112_1,£775.00,Revenue,20018143,J W Ruddock & Sons Ltd                            
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",07/07/2015,1017827_1,£2375.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",14/07/2015,1017935_1,£1900.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",07/07/2015,1018215_1,£1609.68,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018216_1,£1662.50,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",07/07/2015,1018220_1,£1319.03,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018221_1,£1353.14,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Direct Services,Materials,D3021   , ,13/10/2015,60044870_1,£6389.94,Revenue,20002183,Eyre & Elliston Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018222_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",28/07/2015,1018534_1,£847.20,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",28/07/2015,1018535_1,£1307.38,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",28/07/2015,1018536_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018564_1,£1262.07,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018565_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",21/07/2015,1018567_1,£826.02,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018738_1,£847.20,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",28/07/2015,1018746_1,£1900.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018747_1,£1662.50,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018955_1,£1287.23,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",11/08/2015,1018956_1,£1403.94,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",11/08/2015,1018957_1,£2375.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018961_1,£847.20,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018962_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018963_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",04/08/2015,1018981_1,£2118.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",08/09/2015,1019591_1,£1357.27,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",08/09/2015,1019592_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",08/09/2015,1019593_1,£2375.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",08/09/2015,1019594_1,£1059.00,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",18/08/2015,1019645_1,£1242.82,Revenue,20018145,Greenacre Recruitment Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,"Redacted, Personal Data",18/08/2015,1019646_1,£1458.17,Revenue,20018145,Greenacre Recruitment Ltd
