Month,Year,Area,Topic,Transaction,Telephone or Face to Face,Online,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,8,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Disregard Discount Query,8,2,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,7,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning and Building Control,Planning,Duty Officer,7,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Benefit Referred to Website,7,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning and Building Control,Planning,Do I Require Planning Permission?,7,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,6,1,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Gas,Gas Leak Reported,6,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning & Building Control,Planning,Callback request - consultation query,5,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Not OCC Property,5,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,10,19,,,,,,,,,,,,,,,,,,,,,
December,2016,Environmental development,Fixed Penalty Notices,Fixed Penalty Notices,5,2,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Dead Animals,6,11,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Drainage,5,6,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,5,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Rechargeable repair - emergency,5,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning and Building Control,Planning,Enforcement,5,9,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,4,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Business Rates,Move Into A Property,4,1,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),4,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Fraud Referral,3,2,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Error Correction (discounts / exemptions),3,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Caretaking (1142),Communal repair - passed to Caretaker,3,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,3,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not done_case),3,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Connect Query,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Repairs Exemption (Posted Form),2,0,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),2,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Pest, Noise, Dog Warden, Licensing, Food Safety",Fixed Penalty Notices,Fixed Penalty Notices,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,City Works,Garden Waste,Paper Based Compostable Sacks,2,8,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Landlord Schedule,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Car Parks,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning and Building Control,Planning,Boundary Disputes / High Hedges,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Fast,2,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Keys_and_Locks(BMA_locksmiths_permission_EMAIL),2,,,,,,,,,,,,,,,,,,,,,,
December,2016,Business Development,Change Requests,Environmental Development,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Repairs Exemption (Prov Info),1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Business Rates,Connect Issue,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Planning & Building Control,Planning,Callback request - specific officer,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,City Works,Garden Waste,Garden Waste - Existing Subscription at Address,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Oxford City Homes,Gas,Gas Leak Prov Info,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Severely Mentally Impaired,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Universal Credit,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,Customer Services,Complaints/disputes,UV Non OCC Enquiry,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,City Works,Garden Waste,Garden Waste Site Visit,1,,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,1,2,,,,,,,,,,,,,,,,,,,,,
December,2016,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Enforcement,1,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case,1504,89,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Repairs Emergency Work Order - Servitor Case,1094,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Rent Query,995,3,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Bulky Waste Collections,958,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payments and Balance Query,873,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Request for Information,603,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Any Other Query,553,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Assessment Query,486,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Made,453,2431,,,,,,,,,,,,,,,,,,,,,
January,2017,"Council Tenants,Leaseholders,Housing Needs,Garages",Tenancy Services,Tenancy Query,391,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Change in Circumstances,Change in Circs,532,35,,,,,,,,,,,,,,,,,,,,,
January,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Pest Control Treatment,Pest Control Treatment,287,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Automated Phone,277,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Gas,Gas Service Booked - Standard Wrap Up,275,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Refund Request,265,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Repairs - appointment confirmed,259,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Recovery Action,251,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move out of a property,214,225,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Payment Query,210,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Missed Collection,201,128,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not done-Prov info),170,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Highways,163,58,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Containers,163,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Other Services,149,55,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Chasing Progress,146,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Existing Applications,112,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Renewal Bins - DD - Payment by BACS,111,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Repairs Routine Work Order - Servitor Case Quick,108,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Business Rates,General Query,106,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Unsubscribe,100,0,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Other Enquiry,92,,,,,,,,,,,,,,,,,,,,,,
January,2017,3Cs Reports,3Cs Reports,3Cs Reports,345,169,,,,,,,,,,,,,,,,,,,,,
January,2017,Anti-Social Behaviour,Anti-Social Behaviour,Report of Anti-Social Behaviour,82,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Overpayments,75,,,,,,,,,,,,,,,,,,,,,,
January,2017,Law and Governance,Electoral Services,Elections Query,73,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(AppointmentChanged),71,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Move into a property,68,183,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Student discount / exemption application,64,130,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Single Person Discount,62,91,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Payment Method Change,55,148,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Automated Missed Bin Service - Bail Out,53,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Swap Container,53,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Cancel Worksheet,52,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,"Street Clean/ LeafSweep/ Verge, Shrub Cut",49,42,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Business Rates,Payments / Copy Bill,48,2,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Garden Waste - Callback Request,45,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,New Applications,44,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Duty Officer,41,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,New Application for HB / CTB,40,272,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(work not finished-Prov Info),40,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Renewal Bins,65,31,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Copy Bill,31,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Business Rates,Reliefs,27,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Empty Property Query,24,18,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Appointment Query,24,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Damaged Container,23,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Electricity Advice,23,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Abandoned Item,22,72,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Do I Qualify As A Student,22,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Keys_and_Locks(ProvInfo),21,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Lost / Found / Stray / Stolen Dog,19,11,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Other Exemptions Query,19,3,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,New Subscriber,42,24,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning & Building Control,Planning,Callback request - consultation query,17,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Garden Waste Scheme - Query Resolved,17,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Clinical Waste Collection,17,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Customer Updating Payment Method to DD,17,11,,,,,,,,,,,,,,,,,,,,,
January,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Other Services,Callback Request,17,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Drainage,16,13,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Building Control,15,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Sharps,21,11,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Repairs - Tenant Responsible,15,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Gas Advice,15,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(follow on work-Prov Info),14,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Report of Death,14,1,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Animal Fouling,16,42,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - Assessment and Other Queries,Benefit Referred to Website,12,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Trees,12,,,,,,,,,,,,,,,,,,,,,,
January,2017,City Works,Garden Waste,Customer Reactivating Subscription,11,,,,,,,,,,,,,,,,,,,,,,
January,2017,Contact Centre,Contact Centre,Transfer Call - Specific Officer,11,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Water Advice,11,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Moves,Error Correction,11,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Listed Buildings; Conservation Area; TPO's; A4D,11,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling Collections,Assisted Collections,10,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Existing Rep Enq (cancellation),10,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Dead Animals,10,2,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Business Rates,Move Out Of A Property,7,2,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Do I Require Planning Permission?,7,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Discretionary Housing Payments,7,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning & Building Control,Planning,Callback request - specific officer,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Recharge form issued - NFA until returned,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Severely Mentally Impaired,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Waste and Recycling - container and other queries,Waste and Recycling Referred to Website,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,Planning and Building Control,Planning,Enforcement,6,5,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Backdate Request,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Update Name / Forwarding Address,6,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Report of Dog Fouling,5,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,ExistingRepEnq(not to standard-Prov Info),5,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax - Payments / Other Queries,Banding Query,5,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Recycling, Waste,Street Services,Private Drainage",Street Services,Bus Shelters,5,4,,,,,,,,,,,,,,,,,,,,,
January,2017,"Pest, Noise, Dog Warden, Licensing, Food Safety",Dog Warden,Other Dog Query,5,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Existing Rep Enq (Not appointed_case),5,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Council Tax Discounts and Exemptions,Exemption / Discount Cancellation,5,,,,,,,,,,,,,,,,,,,,,,
January,2017,"Benefits, Council Tax, Business Rates",Benefits - New Claims,Claim for Second Adult Rebate,4,,,,,,,,,,,,,,,,,,,,,,
January,2017,Oxford City Homes,Repairs to Homes,Not OCC Property,4,,,,,,,,,,,,,,,,,,,,,,
