Block Address,Job Number,Description of repairs,Date Job Raised, Price to Charge (£) ,No of Flats, Charge per flat (£) ,
59-89 ODD SOUTHFIELD PARK,08543992,"SMELL NOTICED FROM DRAINS? MORE NOTICEABLE IN MORNING AND EVENINGS, SMELLS OF PERFUME AND BLEACH BY SITTING ROOM WINDOW  WHERE DRAIN SITS FROM FLAT ABOVE.   ",23/08/2016, 29.56 ,16, 1.85 ,
59-89 ODD SOUTHFIELD PARK,08558763,PLEASE ATTEND TO DRAINS. SMELLING REALLY BAD. FOLLOW ON FROM 08543992 - PLEASE LOOK AT NOTES ON THIS JOB PRIOR TO ATTENDING.,01/09/2016, 13.68 ,16, 0.86 ,
59-89 ODD SOUTHFIELD PARK,08568779,"PLS ATTEND TO EXTERNAL COMMUNAL DRAIN, CAUSING OVERFLOW ON THE GROUND FLOOR KITCHEN. PREVIUOS REF 08558763",07/09/2016, 21.62 ,16, 1.35 ,
91-121 ODD SOUTHFIELD PARK,08368669," REF BAYDALE, DOOR SWOLLEN IN ITS OLD WOODEN FRAME. CAN WE REPLACE.",16/05/2016, 95.32 ,16, 5.96 ,
91-121 ODD SOUTHFIELD PARK,08377508,EASE AND ADJUST REAR WOODEN DOOR TO BLOCK REPORTED VERY DIFFICULT TO OPEN AND CLOSE BAYDALE HAVE ATTENDED PREVIOUSLY AND ALL ELECTRONICS ARE OK ,23/05/2016, 35.30 ,16, 2.21 ,
91-121 ODD SOUTHFIELD PARK,08396875,PARTITION WINDOW HAS BEEN BROKEREPORTED IT SHE HAS CLEARED THE GLASS UP  ,01/06/2016, 35.03 ,16, 2.19 ,
91-121 ODD SOUTHFIELD PARK,08397364,REPLACE G WIRE GLASS IN COMM AREA,01/06/2016, 61.30 ,16, 3.83 ,
91-121 ODD SOUTHFIELD PARK,08535117,REPAIR OUTSIDE PATHWAY BOLLARD LIGHTS,19/08/2016, 14.00 ,16, 0.88 ,
91-121 ODD SOUTHFIELD PARK,08773225,CANOPY OVER FRONT ENTRANCE DRAIN BLOCKED REPORTED BY  ESTATE OFFICER ,07/12/2016, 98.04 ,16, 6.13 ,
91-121 ODD SOUTHFIELD PARK,08796558, REAR DOOR - STIFF TO OPEN - NOTHING WRONG WITH FOB SYSTEM OR MAGNETS - TNTS CANNOT MOVE THE DOOR EASILY - PLEASE INSPECT/REPAIR,20/12/2016, 26.47 ,16, 1.65 ,
91-121 ODD SOUTHFIELD PARK,08838793, CONTACTED AS THERE IS A LEAK COMING TO THE FLAT FROM ROOF. IT HAPPENED BEFORE BUT WAS REPAIRED. ,11/01/2017, 11.58 ,16, 0.72 ,
91-121 ODD SOUTHFIELD PARK,08898999,REPAIR FRONT AND REAR DOORS TO BLOCK - NOT DOOR ENTRY SYSTEM - BACK DOOR - VERY DIFFICULT TO OPEN AND CLOSE - FRONT - DOESN'T SHUT SO INSECURE - THE OVERHEAD DOOR CLOSER NEEDS ADJUSTING,06/02/2017, 14.56 ,16, 0.91 ,
91-121 ODD SOUTHFIELD PARK,08984111,PLEASE ATTEND TO COMMUNAL DOOR WHICH IS STICKING AND DIFFICULT TO OPEN REPORTED ,16/03/2017, 23.83 ,16, 1.49 ,
123-153 ODD SOUTHFIELD PARK,08707954,PLEASE ATTEND TO BROKEN BIN STORE LOCK/GATE - REF R.L.,09/11/2016, 42.80 ,16, 2.68 ,
123-153 ODD SOUTHFIELD PARK,08764117,PLEASE ATTEND TO INSPECT FOR ROOF LEAK.  WATER LEAKING INTO BOTH FLATS.,02/12/2016, 115.60 ,16, 7.23 ,
155-185 ODD SOUTHFIELD PARK,08473369,REPLACE NEW WASHING LINE AS COMMUNAL HAVE ONLY TWO AT THE MOMENT.,14/07/2016, 66.19 ,16, 4.14 ,
155-185 ODD SOUTHFIELD PARK,08707970,PLEASE ATTEND TO BROKEN BIN STORE LOCK/GATE - REF R.L.,09/11/2016, 28.68 ,16, 1.79 ,
155-185 ODD SOUTHFIELD PARK,08818797,ROOF LEAKING ABOVE 181 WET IN LOF SPACE ,03/01/2017, 270.16 ,16, 16.89 ,
155-185 ODD SOUTHFIELD PARK,08936628,PLEASE REPLACE DOOR LATCH TO MED FRONT DOOR WHICH HAS BROKEN OFF.  REPORTED BY EO ,23/02/2017, 78.40 ,16, 4.90 ,
155-185 ODD SOUTHFIELD PARK,08998307,PLEASE ATTEND TO MORTICE LOCK ON MAIN ENTRNACE DOOR - POSS REPLACE - REF MC/DC,23/03/2017, 299.84 ,16, 18.74 ,
1-9 SOUTH BRIDGE ROW,08357461,PLEASE ATTEND WINDOW ON 2ND/MIDDLE FLOOR IN HALLWAY. HINGE BROKEN. ,10/05/2016, 116.70 ,9, 12.97 ,
1-9 SOUTH BRIDGE ROW,08823117, PLEASE REPLACE VELUX WINDOW TO BLOCK - REF I.H.,04/01/2017, 76.78 ,9, 8.53 ,
1-43 ODD STARWORT PATH,08320942,JETTER TO ATTEND - EXTERNAL DRAIN AT FRONT OF FLATS ARE BLOCKED AND OVERFLOWING WHEN THE TOILETS ARE FLUSHED,22/04/2016, 125.00 ,22, 5.68 ,
1-43 ODD STARWORT PATH,08464136,SECURITY LIGHT OUTSIDE NUMBER 19 IS NW. TNT REPORTS BULBS GO OUT WHEN IT RAINS HEAVY,08/07/2016, 968.13 ,22, 44.01 ,
1-43 ODD STARWORT PATH,08695680,PLEASE REPLACE LOCK TO BIN STORE - REF R.L. (BIN STORE CLOSEST TO PERWINKLE PLACE),03/11/2016, 13.24 ,22, 0.60 ,
1-43 ODD STARWORT PATH,08927789,REPAIR LOCK ON METAL GATE SERVING BIN STORE. NEITHER CALLER OR HER NEIGBOURS KEY WORK ON IT. ,20/02/2017, 18.98 ,22, 0.86 ,
2-12 EVEN STOCKLEYS ROAD,08294533, REPORTING THAT WATER IS POORING ONTO HIS BALCONY FROM PIPE GOING THROUGH OTHER BALCONY. WATER IS COMMING DOWN THE OUTSIDE OF THE PIPE,08/04/2016, 23.16 ,6, 3.86 ,
2-12 EVEN STOCKLEYS ROAD,08519867,PROVIDE NEW SOAK-AWAY FOR DOWN PIPE NEAR FRONT DOOR REF BS/MG,10/08/2016, 216.20 ,6, 36.03 ,
2-12 EVEN STOCKLEYS ROAD,08523318,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD PLEASE VISIT ALL FLATS,11/08/2016," 1,500.00 ",6, 250.00 ,
2-12 EVEN STOCKLEYS ROAD,08706481,SEVERE BEDBUG INFESTATION REPORTED IN BLOCK. SURVEY ALL FLATS AND DEVELOP TREATMENT PLAN. JOINT VISIT WITH TONY,09/11/2016, 75.28 ,6, 12.55 ,
2-12 EVEN STOCKLEYS ROAD,08775232,BEDBUG INFESTATION IN ALL FLATS,08/12/2016," 1,500.00 ",6, 250.00 ,
2-12 EVEN STOCKLEYS ROAD,08853468,"FOLLOW UP BEDBUG SURVEY OF FLATS 2, 4, 6, 8, 10 AND 12",18/01/2017, 54.52 ,6, 9.09 ,
26-36 EVEN STOCKLEYS ROAD,08523404,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD PLEASE VISIT ALL FLATS,11/08/2016," 1,500.00 ",6, 250.00 ,
50-60 EVEN STOCKLEYS ROAD,08523462,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD,11/08/2016," 1,500.00 ",6, 250.00 ,
50-60 EVEN STOCKLEYS ROAD,08687397,PLEASE ATTEND TO DRAINS IN BACK GARDEN AREA TO 52 ,31/10/2016, 7.51 ,6, 1.25 ,
14-24 EVEN STOCKLEYS ROAD,08359663,"RAINWATER LEAKING THROUGH DOWNPIPE IN THE FRONT END OF BLOCK AFFECTING 3 BALCONIES, ",11/05/2016, 81.04 ,6, 13.51 ,
14-24 EVEN STOCKLEYS ROAD,08523334,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD PLEASE VISIT AL FLATS,11/08/2016," 1,500.00 ",6, 250.00 ,
14-24 EVEN STOCKLEYS ROAD,08858898, REPORTING GUTTERING LEAKING ALL ROUND BLOCK OF FLATS CAUSE DAMAGE TO PROPERTIES,19/01/2017, 130.30 ,6, 21.72 ,
14-24 EVEN STOCKLEYS ROAD,08978778,"HA - FLOORING - PROVIDE AND FIT ALTRO SHEET FLOORING TO COMMUNAL AREAS AS PER MANUFACTURERS RECOMMENDATIONS, SPECIFICATION AND QUOTE.",14/03/2017, 126.50 ,6, 21.08 ,
38-48 EVEN STOCKLEYS ROAD,08523433,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD,11/08/2016," 1,500.00 ",6, 250.00 ,
38-48 EVEN STOCKLEYS ROAD,08762999,LOCATE AND REPLACE TYPE 1 BALL WITH TYPE 2 VALVE TO WATER TANK,02/12/2016, 173.61 ,6, 28.94 ,
62-72 EVEN STOCKLEYS ROAD,08523475,HA - EXTERNAL PAINTING AND REPAINT JOINERY CONTRACT CS389110. MARSTON WARD PLEASE VISIT ALL FLATS,11/08/2016," 1,500.00 ",6, 250.00 ,
22-48 EVEN STRAWBERRY PATH,08297112,PLEASE CLEAN GUTTERING TO EDGE OF WALKWAY COMPLETE AND REPLACE MISSING DOWNPIPE TO SHEDS 38-48 - ,11/04/2016, 814.72 ,14, 58.19 ,
22-48 EVEN STRAWBERRY PATH,08403227,PLEASE MAKE GOOD AND PAINT SHED DOOR (NO.24) OXFORD BLUE - ,03/06/2016, 139.30 ,14, 9.95 ,
22-48 EVEN STRAWBERRY PATH,08433747,PLEASE REPLACE RUSTED HINGES TO THE MAID CUPBOARD DOOR INSIDE THE BIN SHED ELECTRIC SURVEYOR,23/06/2016, 38.39 ,14, 2.74 ,
22-48 EVEN STRAWBERRY PATH,08435684,ELECTRICAL TEST AND REPORT PIR TO COMMUNAL AREA.,24/06/2016, 130.00 ,14, 9.29 ,
22-48 EVEN STRAWBERRY PATH,08483544,ELECTRICAL REMEDIAL WORL FOLLOWING PIR REPORT,22/07/2016," 1,037.40 ",14, 74.10 ,
1-8 TEMPLAR HOUSE,08368557,DRAINS BLOCKED AT THE BACK OG NO.2 TEMPLAR HOUSE EXTERNAL COMMUNAL DRAIN OUT OF HOURS 16/05/16,16/05/2016, 125.00 ,8, 15.63 ,
1-8 TEMPLAR HOUSE,08514635,REPAIR LANDING LIGHTS ATTN L BAYLIE,05/08/2016," 1,141.38 ",8, 142.67 ,
1-8 TEMPLAR HOUSE,09005149,REMOVE TREE STUMP.,27/03/2017, 183.57 ,8, 22.95 ,
5A-7C ODD THOMSON TERRACE,08600208, BACK GATE - WOODEN WAS ORIGINALLY REMOVED OVER A MONTH AGO DUE TO REPAIRS AND NEEDS TO BE PUT BACK ON PLEASE,21/09/2016, 236.87 ,6, 39.48 ,
1-11 ODD THREE FIELDS ROAD,08412476,PLEASE REPLACE LOCK TO GATE ON THE BIN STORE - REF ES,09/06/2016, 73.04 ,6, 12.17 ,
1-11 ODD THREE FIELDS ROAD,08420516,PM - RENEW BRICKS TO OLD BIN STORE TO SUIT FLB DOOR AND FRAME OUTSIDE JOINERS SHOP,15/06/2016, 307.08 ,6, 51.18 ,
1-11 ODD THREE FIELDS ROAD,08572796,PLEASE REPAIR TO GATE OPPOSITE MAIN ENTRANCE DOOR (BACK OF GATE) - REF D.C.,09/09/2016, 103.56 ,6, 17.26 ,
1-11 ODD THREE FIELDS ROAD,08572824,"GATE LHS OF BLOCK, GATE STOP ALSO REPAIR TO TO BACK OF GATE - REF D.C.",09/09/2016, 69.91 ,6, 11.65 ,
1-11 ODD THREE FIELDS ROAD,08601333,REPLACE DOOR AND FRAME TO OPENING AT END OF SHED BLOCK KEYS TO BE RETURNED TO D2D OFICE TO ARRANGE CLEARANCE WITH TRANSPORT,21/09/2016, 807.47 ,6, 134.58 ,
1-11 ODD THREE FIELDS ROAD,08667276,"PLEASE CHANGE TIMER ON INTERNAL LIGHTING SO IT IS ON ALL DAY, IT IS VERY DARK EVEN IN DAYTIME.",19/10/2016, 52.88 ,6, 8.81 ,
13-23 ODD THREE FIELDS ROAD,08570325,REPORTED THAT ONE OF THE SHEDS  AT THIS BLOCK HAS NO DOOR TO IT PLS BOARD UP POSS SOMEONE HAS BEEN SLEEPING THERE,08/09/2016, 38.11 ,6, 6.35 ,
13-23 ODD THREE FIELDS ROAD,08570479,PLS FIX LIGHT ON THE PATHWAY LEADING TO MAIN DOOR TO THIS BLOCK OF FLATS LIGHT NOT WORKING,08/09/2016, 37.85 ,6, 6.31 ,
13-23 ODD THREE FIELDS ROAD,08572556,SHED BLOCK 19-21 THREE FIELDS - REPAIRS TO ROCK COVERING AFTER FIRE. ,09/09/2016, 698.15 ,6, 116.36 ,
13-23 ODD THREE FIELDS ROAD,08572770,FAO DC - SHED BLOCK 19-21 THREE FIELDS - PLEASE REPLACE FACIA AND GUTTERING WHICH IS MISSING TO FRONT AND BACK OF SHED BLOCK - REF D.C.,09/09/2016, 28.58 ,6, 4.76 ,
13-23 ODD THREE FIELDS ROAD,08581383,BELIEVES THERE IS SOMETHING WRONG WITH THE AERIAL FOR THE BUILDING - FEW TNTS CANNOT GET SIGNAL OR CHANNELS,14/09/2016, 49.97 ,6, 8.33 ,
13-23 ODD THREE FIELDS ROAD,08667627,CHANGE TIMER ON THE INTERNAL LIGHTING TO BE ON THROUGHOUT THE DAY. IT IS VERY DARK ALLDAY. ,19/10/2016, 11.41 ,6, 1.90 ,
13-23 ODD THREE FIELDS ROAD,08667812,REPLACE FLB SHED DOOR/FRAME -OX BLUE/WHITE. TO RIGHT HAND SIDE OF BLOCK 13-23 -.,19/10/2016, 903.08 ,6, 150.51 ,
13-23 ODD THREE FIELDS ROAD,08696629,RELOG - 2 MAN WITH LADDER AND STAND-OFF -  AS REPORTED  PLS FIX LIGHT ON THE PATHWAY LEADING TO MAIN DOOR TO THIS BLOCK OF FLATS LIGHT NOT WORKING- REF GE,04/11/2016, 262.23 ,6, 43.71 ,
13-23 ODD THREE FIELDS ROAD,08923822,FIT TWO MORTICE DEAD LOCKS TO SHED DOOR TOT AND BOTTOM AT OLD BIN STORE AT END OF SHED BLOCK DO NOT REPLACE NEWLY FITTED FLB ,17/02/2017, 147.92 ,6, 24.65 ,
25-35 ODD THREE FIELDS ROAD,08611662,"INSPECT FLOODLIGHT SERVING CARPARK, ON SIDE OF BUILDING, 15FT UP. NO-ONE HAS CHECKED BULB YET DUE TO WORKING AT HEIGHT RESTRICTIONS.",27/09/2016, 30.07 ,6, 5.01 ,
25-35 ODD THREE FIELDS ROAD,08667698,PLEASE ADJUST THE TIMER ON THE INTERNAL LIGHTING TO BE ON ALL DAY. ,19/10/2016, 4.66 ,6, 0.78 ,
25-35 ODD THREE FIELDS ROAD,08793052,TRACE LOSS OF SUPPLY TO EXTERNAL LIGHT IN CAR PARK AREA.  REPORTED LIGHT IS NOT WORKING AND THE CAR PARK IS DARK &AMP; DANGEROUS AT NIGHT.,16/12/2016, 98.22 ,6, 16.37 ,
25-35 ODD THREE FIELDS ROAD,08952444,F/O - POWER FAILURE TO ENTRANCE LIGHT AND DOOR. REF NTCO SB,01/03/2017, 10.36 ,6, 1.73 ,
1-6 TOWNSEND SQUARE,08969334,BIN SHED DOOR DAMAGED AND STUCK,08/03/2017, 14.12 ,6, 2.35 ,
23-28 TOWNSEND SQUARE,08444958,DOWNPIPE BLOCKED WATER GOING ONTO THE BALCONIES.  ,28/06/2016, 32.64 ,6, 5.44 ,
23-28 TOWNSEND SQUARE,08572246,PLEASE REPAIR OR REPLACE GUTTER TO SHED BLOCK - REF D.C.,09/09/2016, 44.78 ,6, 7.46 ,
23-28 TOWNSEND SQUARE,08572262,PLEASE REPLACE SHED DOOR TO 23 FLB - REF D.C.,09/09/2016, 14.12 ,6, 2.35 ,
23-28 TOWNSEND SQUARE,08572291,PLEASE REPLACE 5X LINE POST WHICH HAVE BEEN SNAPPED OFF BY TIMBER SHEDS - REF D.C.,09/09/2016," 1,454.75 ",6, 242.46 ,
23-28 TOWNSEND SQUARE,08572361,PLEASE RE-FIX CANOPY TO REAR OF BLOCK - REF D.C.,09/09/2016, 10.15 ,6, 1.69 ,
23-28 TOWNSEND SQUARE,08572387,PLEASE REPLACE GLAZZ REAR OF BLOCK TO BOTH DOORS G.W.G - REF D.C.,09/09/2016, 160.02 ,6, 26.67 ,
35-40 TOWNSEND SQUARE,08572303,PLEASE REPAIR GUTTERING TO SHED BLOCK 35-40 - REF D.C.,09/09/2016, 74.88 ,6, 12.48 ,
35-40 TOWNSEND SQUARE,08890344,NEED OPPOSING INLET AND OUTLET SUPPLIES TO THE CWST,01/02/2017, 340.83 ,6, 56.81 ,
41-46 TOWNSEND SQUARE,08572738,PLEASE CLEAR GUTTERING AND REPAIR AS REQUIRED TO SHED BLOCK - REF D.C.,09/09/2016, 27.80 ,6, 4.63 ,
6-9 TRILL MILL COURT,08450458,BLOCKED DRAIN AT FRONT OF 6-9,30/06/2016, 92.50 ,4, 23.13 ,
6-9 TRILL MILL COURT,08940025,FAULTY LIGHT IN COMMUNAL HALLWAY -,24/02/2017, 45.11 ,4, 11.28 ,
2-28 EVEN UNDERHILL CIRCUS,08369231, UNDERHILL REPORTING THAT THE METAL HANDLE IS COMING OFF THE MAIN SECURITY DOOR HANGING OFF PLS FIX,17/05/2016, 31.76 ,7, 4.54 ,
18-34 EVEN UPPER BARR,08369765,OVERHAUL BEDROOM WINDOW  DOES NOT CORRECTLY OPEN AND CLOSE.,17/05/2016, 58.73 ,9, 6.53 ,
18-34 EVEN UPPER BARR,08646538,FENCING DANGEROUS ON OUTSIDE STAIRWELL LEADING UP TO FLAT 32 - CAN WE MAKE SAFE AND REPORT FOLLOW ON TO REPLACE FENCING - REPORTED BY TEMPLAR SQ MANAGEMENT,14/10/2016, 20.08 ,9, 2.23 ,
18-34 EVEN UPPER BARR,08649766,INSTALL LEAK DIVERTER KITS TO SHOP BELOW 32-33 UPPER BARR REF DC,17/10/2016, 292.13 ,9, 32.46 ,
18-34 EVEN UPPER BARR,08805441,CLEAR BLOCKED RUBBISH CHUTE -,23/12/2016, 110.32 ,9, 12.26 ,
10-11A UPPER FISHER ROW,08496069,PLEASE LOOK AT GATE BETWEEN 11A-12A: REPORTED TO HAVE SHIFTED ON POST AND UNABLE TO BE LOCKED. REF: TO,26/07/2016, 12.36 ,4, 3.09 ,
10-11A UPPER FISHER ROW,08505585,PLEASE REPLACE POST TO GATE BETWEEN 11A-12A - REF IF/DC,01/08/2016, 173.61 ,4, 43.40 ,
12-13A UPPER FISHER ROW,08418759,RE-INSTATE FENCE TO BACK OF 12-13A UPPER FISHER ROW. REPORTS AREA BACKS ONTO WATER AND IS CONCERNED ABOUT SAFETY.,14/06/2016, 100.20 ,4, 25.05 ,
1A-2B UPTON CLOSE,08889779,NEED OPPOSING INLET AND OUTLET SUPPLIES TO THE CWST,01/02/2017, 304.16 ,4, 76.04 ,
4-9 VENABLES CLOSE,08534011,GROUND FLOOR LIGHT NW IN COMMUNAL HALLWAY.  REPORTED BY EO,19/08/2016, 114.78 ,6, 19.13 ,
1-3 VENABLES CLOSE,08624301,ELECTRICAL INSPECTION TO COMMUNAL AREA,04/10/2016, 130.00 ,3, 43.33 ,
1-3 VENABLES CLOSE,08861441,PLEASE ATTEND TO LIGHT ABOVE COMMUNUAL ENTRANCE AND LIGHT IN THE SHEDS AREA BOTH NOT WORKING,20/01/2017, 66.88 ,3, 22.29 ,
1-3 VENABLES CLOSE,08975102,PLEASE ATTEND TO SECOND FLOOR LIGHT WHICH IS NOT WORKING. CEILING APPROX 7FT HIGH. REQUESTED BY ESTATES OFFICER,13/03/2017, 71.56 ,3, 23.85 ,
1-3 VENABLES CLOSE,08999180,NEW LANDLORDS BULKHEAD FITTING NEEDED - REF BM/GM,23/03/2017, 85.20 ,3, 28.40 ,
31-58 WARBURG CRESCENT,08321121,E/O- REPORTING BLOCKED CHUTE IN BLOCK. . HE HAS MADE EVERY EFFORT TO CLEAR THIS BUT HAS NOT BEEN SUCESSFUL,22/04/2016, 12.36 ,28, 0.44 ,
31-58 WARBURG CRESCENT,08455734,PLEASE UNBLOCK BIN SHUTE.  REPORTED BY EO,04/07/2016, 75.01 ,28, 2.68 ,
31-58 WARBURG CRESCENT,08493295,UNBLOCK BIN SHUTTLE. REPORTED BY (EO) ,25/07/2016, 40.15 ,28, 1.43 ,
31-58 WARBURG CRESCENT,08532512,AERIAL TO BLOCK NOT WORKING PLS FIX.  ,18/08/2016, 67.05 ,28, 2.39 ,
31-58 WARBURG CRESCENT,08924197,AERIAL TO BLOCK NOT WORKING. SIGNAL V BAD - ,17/02/2017, 111.13 ,28, 3.97 ,
31-58 WARBURG CRESCENT,08976732,"PLEASE ATTEND WATER COMING IN TO PROPERTY FRONT BEDROOM, POSSIBLE WATER INGRESS FROM GUTTERING ON ABOVE VERANDA WALKWAY.",13/03/2017, 29.40 ,28, 1.05 ,
31-58 WARBURG CRESCENT,09013937,REPAIR GATE TO BLOCK NAIL STICKING OUT ,31/03/2017, 16.83 ,28, 0.60 ,
7-12 WARBURG CRESCENT,08864400,CHECK GABLE END FOR CAVITY INSULATION TO BLOCK. REF D LYFORD/I HENWOOD,23/01/2017, 147.92 ,6, 24.65 ,
7-12 WARBURG CRESCENT,09001279,REMOVE WHITE WOODEN BOARDS AND STEEL UP RIGHT POST TO BIN AREA CALL TMO WHEN ALL THREE SITES HAVE BEEN DONE ON EXT,24/03/2017, 97.51 ,6, 16.25 ,
1-11 ODD WARREN CRESCENT,08563790,ELECTRICAL INSPECTION 1-23 ODD WARREN CRESCENT COMMUNAL AREA,06/09/2016, 130.00 ,6, 21.67 ,
1-11 ODD WARREN CRESCENT,08762618,"INLET AND OUTLET NOT ON OPPOSITE SIDES, DO NOT COMPLY WITH REGULATIONS LOCATE AND REPLACE",02/12/2016, 186.50 ,6, 31.08 ,
14-18 WELLINGTON STREET,08485353,FIT NEW ASSA BARRELL - REF NTCO GH,25/07/2016, 143.91 ,5, 28.78 ,
14-18 WELLINGTON STREET,08486363,NTCO C/O - DG - KEY SNAPPED OFF IN FRONT COMMUNAL DOOR - REF DG,22/07/2016, 90.82 ,5, 18.16 ,
14-18 WELLINGTON STREET,08762366,TO REPLACE BALL VALVE WITH TYPE 2,02/12/2016, 261.11 ,5, 52.22 ,
26-48 EVEN WILLIAMSON WAY,08304030,PLEASE ATTEND TO COMMUNAL LOGHTS IN BLOCK STAYING ON 24 HRS A DAY REPORTED BY EO,13/04/2016, 24.37 ,12, 2.03 ,
26-48 EVEN WILLIAMSON WAY,08563419,NTCO C/O - SP - NO LIGHTS ON STAIRS - REF NH,02/09/2016, 172.45 ,12, 14.37 ,
26-48 EVEN WILLIAMSON WAY,08676917,REPLACE ROYCE THOMPSON CONTROL AND SENSOR TO LANDLORDS LIGHTS (STAYING ON 24 HOURS A DAY)  ,25/10/2016, 115.42 ,12, 9.62 ,
26-48 EVEN WILLIAMSON WAY,08727819, UNDERFLOOR HEATING NOT WORKING - STATES COUNCIL HAS DISCONNECTED FUSE - NEEDS RECONNECTING,18/11/2016, 32.15 ,12, 2.68 ,
65-75 ODD WILLIAMSON WAY,08717803,PLEASE FIX LOCK TO BIN STORE - ,14/11/2016, 18.98 ,6, 3.16 ,
65-75 ODD WILLIAMSON WAY,08731935,"FLICKERING LIGHT ON THE TOP LANDING, NEEDS REPLACING",21/11/2016, 30.59 ,6, 5.10 ,
77-87 ODD WILLIAMSON WAY,08738484,PLEASE REPAIR THE LIGHT IN THE COMMUNAL SHED,23/11/2016, 14.00 ,6, 2.33 ,
77-87 ODD WILLIAMSON WAY,08937836,PLEASE CHECK THE COMMUNAL BIN SHED AS CUSTOMER REPORTS THAT THE WHOLE SHED INCLUDING BINS HAVE BEEN DESTROYED IN A FIRE WHICH OCCURRED LAST NIGHT.,24/02/2017, 54.27 ,6, 9.05 ,
77-87 ODD WILLIAMSON WAY,08938606,PLEASE ATTEND TO COMMUNAL LIGHTS IN THIS BLOCK THAT ARE REPORTED AS NOT WORKING AFTER A FIRE IN THE BIN STORE AREA.,24/02/2017, 28.52 ,6, 4.75 ,
77-87 ODD WILLIAMSON WAY,08951067,1 MAN 3 HRS REQUIRED - PLEASE REPLACE 3M PVC CONDUCT AND REQIRE EXTERNAL LIGHT. REPLACE PL-9 FITTING - REF RU/GM,28/02/2017, 234.74 ,6, 39.12 ,
77-87 ODD WILLIAMSON WAY,08982430,LIGHT ON GROUND FLOOR CEILING REQUIRES CHANGING. HIGH CEILING. UNSURE IF STANDARD STEP LADDER WOULD REACH. REQUESTED BY ESTATES OFFICER,15/03/2017, 50.23 ,6, 8.37 ,
1-14 ALBERT HOUSE,08312857,HA-CONTRACT-BS389110-FOR THE INSPECTION AND MAINTENANCE OF WATER BOOSTING EQUIPMENT (FOR 3 MONTHS ONLY),19/04/2016, 300.90 ,14, 21.49 ,
1-14 ALBERT HOUSE,08378592,BIN STORE DOOR WONT LOCK PROPERLY AND LEFT HAND SIDE IS BROKEN AT BOTTOM OF THE DOOR.,23/05/2016, 41.03 ,14, 2.93 ,
1-14 ALBERT HOUSE,08403384,REPLACE BIN SHED DOUBLE DOORS AND FRAME - CHOCOLATE BROWN STAIN,06/06/2016," 3,203.93 ",14, 228.85 ,
1-14 ALBERT HOUSE,08407353,BOOSTER PUMP  REPLACEMENT - BARKER & EVANS.,07/06/2016," 2,118.24 ",14, 151.30 ,
1-14 ALBERT HOUSE,08504294,"PLEASE LOOK AT 2X LIGHTS THAT ARE OUT ON THE GF- REPORTED BY EO , WHO HAS TRIED CHANGING THE BULBS.",01/08/2016, 48.22 ,14, 3.44 ,
1-14 ALBERT HOUSE,08508391,HA-CONTRACT0BS389110,03/08/2016, 503.91 ,14, 35.99 ,
1-14 ALBERT HOUSE,08578446,PLS REFIX LOOSE PLASTIC FASCIA FROM OUTSIDE THE BEDROOM OF FLAT 10 WITHOUT THE BALCONY ON THE 2ND FLOOR.  ,13/09/2016, 52.94 ,14, 3.78 ,
1-14 ALBERT HOUSE,08599676,UNBLOCK PELLET FEED MOTOR REPORTED - ORIGINAL JOB CANCELLED 23/8/16,21/09/2016," 1,464.74 ",14, 104.62 ,
1-14 ALBERT HOUSE,08602509,CARRY OUT WORK FOLLOWING JOB NO. 08407353 - AS PER B SMITH,22/09/2016," 1,072.38 ",14, 76.60 ,
1-14 ALBERT HOUSE,08602538,CARRY OUT WORKS LINKED TO JOB NO. 08165219 - AS PER REQUEST FROM PAUL SPENCER,22/09/2016, 708.40 ,14, 50.60 ,
1-14 ALBERT HOUSE,08613244,PLEASE CLEAR CONTENTS OF COMMUNAL SHED AT ALBERT HOUSE AFTER WEEK COMMENCING 3RD OCTOBER - ,28/09/2016, 694.46 ,14, 49.60 ,
1-14 ALBERT HOUSE,08633026,PLS ATTEND TO COMMUNAL LIGHTS ALL  FLOORS HAVE NO LIGHTS EXCEPT FOR THE GROUND FLOOR.,07/10/2016, 58.73 ,14, 4.20 ,
1-14 ALBERT HOUSE,08680567,ANNUAL SERVICE TO BIOMASS BOILER - ,26/10/2016, 287.79 ,14, 20.56 ,
1-14 ALBERT HOUSE,08855529,HA-CONTRACT-BS389110-FOR THE INSPECTION AND MAINTENANCE OF WATER BOOSTING EQUIPMENT,18/01/2017, 279.55 ,14, 19.97 ,
1-14 ALBERT HOUSE,08954646,CARRY OUT MODUSAT COMPREHENSIVE CONTRACT FROM 1ST FEB 2017 TO 31ST JAN 2018,01/03/2017, 287.79 ,14, 20.56 ,
